date,snippet,price change,tweets
2016-12-01,"Is Santa Claus coming to town Wall Street thinks so, even though stocks have already exceeded most expectations this year The US Food and Drug Administration on Thursday cleared a device embedded in an Apple Inc watch band that monitors a users heart rate, detects when something is amiss and prompts the user to take an electrocardiogram The album, which was released three weeks ago and withheld from streaming, is already the bestselling record of the year",neg,scaling back production as early demand fades report la a me met a how to find out if your s battery is eligible for replacement read more how to tell if owes you a new battery read more new tool lets s owners check for battery swap eligibility is making it easier to see if your s is eligible for a new battery read more this tool checks if your s is eligible for battery replacement read more how to tell if owes you a new battery read more now lets you check your s serial number to see if eligible for a new read more now lets you check your s serial number to see if eligible for a new read more s web tool lets you check if your s is eligible for a free battery replacement read more was van jobs apple a logos las apple store apple a la en las this tool checks if your s is eligible for battery replacement read more update things to know in read more fallen brand challenges i thought i was the only one acknowledges the new calendar problem says its working on it update things to know in read more
2016-12-02,"European shares fell back on Thursday and marked their biggest monthly fall since June as profit taking kicked in after stellar gains this year Qualcomm Inc said on Thursday it filed three new patent infringement complaints against Apple Inc, saying there were  more of its patents that Apple was using in its iPhones A range of new books offering advice to gardeners, hikers and amateur naturalists, with detours back to colonial America and even Middleearth We look at President Trumps role in the Republican tax plan and at the furor he set off by sharing extremist videos The Dow Jones industrial average is making ,point gains look easy Amazoncom Inc wants to be your new executive assistant at work Apple is designing its own powermanagement chips for use in iPhones as early as , the Nikkei business daily reported on Thursday, triggering a more than  percent slide in shares of supplier Dialog Semiconductor",pos,read the description funny mac book pro dead via wish shopping made fun inc amateur surgeon adult swim admits what caused your battery issue read more photos free photo and video storage inc video lacks courage faces malaise read more admits what caused your battery issue read more releases beta to developers download read more lacks courage faces malaise read more seeds fifth beta of to developers and public beta testers read more knows if been sleeping it knows if awake get it in time for at just found out my has a battery problem which will fix for free unlike apple but whoop whoop instantly win a smart watch via el rival con my pizza party up to via how might we alert cruel figurehead of the future i in does not stand for mm store em a r painted in w
2016-12-03,"Google, which prides itself on developing simple, intuitive software that seems to know what you want almost before you do, is finding itself in a very different world when it comes to its own phones and other gadgets A decision by Wisconsins Racine County to give financial assistance to Taiwanbased Foxconn to build a massive liquidcrystal display plant has led to a credit rating downgrade for the county   ",neg,new posts about product s car letter whats it driving at roadshow get stars wallpapers pro fleet to gather via apple pomegranate pheasant over mashed potatoes is whats for dinner tonight apple para apple para con ya no es rumor apple en para apple planes autos apple apple apple instantly win a smart watch via para el es y para las es check out apple unlocked stock full variety via lo spot new posts about waterproof flexible on
2016-12-04,"On the followup to the  album Songs of Innocence, the band sets out to counter the despair of  with love and optimism A memo from the Immigration and Customs Enforcement bureau says the firms commercial products may be sending sensitive information about US infrastructure back to China, raising security concerns",neg,is giving a brand new mobile participate now apple el apple el a video apple para el el ms la apple pay ya est en super run a el apple pone a y as la en apple music a the public prosecutor of new wants to trump obligations to to unlock the reaches million subscribers for a fee s music comes to million technology is killing me today apple hack w my morning and my dear give us control over hack v my pizza party up to via apple apple air core
2016-12-05,"Previously reluctant to show the autonomous vehicles it is developing, General Motors now wants to signal its progress in getting them to market Apple Inc on Wednesday filed a countersuit against Qualcomm Inc, alleging that Qualcomms Snapdragon mobile phone chips that power a wide variety of Androidbased devices infringe on Apples patents, the latest development in a longrunning disput When the phone rings and you cant or dont want to answer the call, you can send it directly to voice mail even if your phone is locked Tech tools make it easy to efficiently share large numbers of photos with your family Here are some of the best approaches Emily Steel, a media reporter for The Times, uses encrypted messaging apps and plenty of new tech But she still harbors a love for the telephone Apple Inc said on Wednesday it would review its software development process a day after a researcher discovered a bug in a new version of its Mac operating system that could give hackers total control of vulnerable machines Notable new seasonal releases from a wide variety of artists, including Gwen Stefani, Sia, Herb Alpert and Liz McComb And some goldenoldie reissues",neg,ab exercises you have never done but should ab exercises you have never done but ab exercises you have never done but should ab exercises you have never done but d ab exercises you have never done but should ab exercises you have never done but ab exercises you have never done but should ab exercises you have never done but ab exercises you have never done but should ab exercises you have never done but ab exercises you have never done but should ab exercises you have never done but ab exercises you have never done but should ab exercises you have never done but think and grow rich think and grow rich is one of the most popular success book of think and grow rich think and grow rich is one of the most popular success book of think and grow rich think and grow rich is one of the most popular success book of think and grow rich think and grow rich is one of the most popular success book of think and grow rich think and grow rich is one of the most popular success book of think and grow rich think and grow rich is one of the most popular success book of think and grow rich think and grow rich is one of the most popular success book of think and grow rich think and grow rich is one of the most popular success book of think and grow rich think and grow rich is one of the most popular success book of is giving a brand new mobile participate now tech community loves cons mean what you think it means sitting down with learning some basic via on the she loves it s up and s down in latest wearable market numbers via
2016-12-06,"Selftaught rocket scientist Mad Mike Hughes wont allow a little red tape to get in the way of his green light for a launch Its planning to end net neutrality while opposing the Time Warner and ATT merger This doesnt make sense ATampT Inc and Time Warner Inc argued on Tuesday that their proposed  billion merger was procompetitive and proconsumer, as they sought to refute US Justice Department allegations that the deal breaks antitrust law Scientists thought that invasive large snails spelled doom for endangered North American snail kites, until some of the birds started eating them Shares of Facebook, Apple and other technology heavyweights dropped on Wednesday, creating uncertainty over whether the topperforming sectors recordbreaking rally this year is ending or merely taking a break  Asian shares fell on Thursday, weighed down by a plunge in highflying technology shares, a move that some see as a healthy correction after a strong rally but others believe may herald the peak of a super cycle that has been boosting the sector The software giant plans to invest billions of dollars in renovating its campus in Redmond, Wash, to create a more urban atmosphere Over the last decade, a few giant corporations became an inescapable part of online life Gutting net neutrality would cement their power Two decades ago, big companies wagered that they could save billions by shifting profits overseas Under Republican tax plans, those bets would pay off The American government has yet to compensate any of the families of the thousands of civilian casualties from the USled battle against ISIS Why The European Commission published patent licensing guidelines on Wednesday aimed at avoiding disputes such as those that have ensnared Qualcomm and Apple, while balancing the interests of patent holders and users The Nasdaq posted its biggest oneday drop in more than three months on Wednesday as investors fled highflying technology  stocks and shifted to banks and other pockets of the market that could benefit from improving economic conditions, lower re",pos,us supreme court backs in fight with this accessory fixes everything thats wrong with s new pro read more this accessory fixes everything thats wrong with s new pro read more product wins in supreme court battle against video fix your new pro issues with this accessory meet hub read more fix your new pro issues with this accessory meet hub read more a en contra apple a apple a favor y apple store apple contra en china apple en web la en d el la apple apple a la apple a en con apple apple apple apple a apple en a favor en con apple el apple apple crisis y en la apple apple mini lanyard
2016-12-07,"New cookbooks to make you feel good, along with books of cakes and cookies to make you feel happy And, for the brave, recipes for notsoawful offal Tuesday Meditation tips for a stressful time of year, free ice skating and the librarys top books for kids We look at the messy public fight for control of the governments top consumer financial watchdog and at the deregulatory pressures it faces Other industrialized countries offer an example, providing better wages and conditions for retail workers while employers still profit iTunes Movies US charts for week ending November ,  App Store Official Charts for the week ending November ,  iBook charts for week ending November ,   Rank, Book Title by Author Name, ISBN, Publisher  While the Pac North was being decided in Seattle, Pac South champion Southern California was enjoying an overdue day off Cineworld Group Plc, a British operator of movie theaters, is in talks to acquire US peer Regal Entertainment Group for approximately  billion  billion pounds in cash, the companies said on Tuesday  Cineworld Group Plc, a British operator of movie theaters, is in talks to acquire US peer Regal Entertainment Group for approximately  billion in cash, the companies said on Tuesday ",pos,waiting for to announce bought your can now track your levels will release an update to help resolve the growing number of s battery s read more will release an update to help resolve the growing number of s battery s read more s new headphones emit next to your to release software update next week that will help diagnose s sh read more impending update to help diagnose additional battery shutdowns read more giveaway its a must enter now apples silence on shows they have no respect for their customers impending update to help diagnose additional battery shutdowns read more to release software update next week that will help diagnose s sh read more the japan times has anyone tried one of these smart wireless cameras jailbreak release date news is ready to launch crack with final read more amazon reveals s battery shutdown issue more widespread than thought read more is your affected reveals s battery shutdown issue more widespread than tho read more good morning work time technology news random shutdown problem may be more widespread than thought read more reveals s battery shutdown issue more widespread than thought read more
2016-12-08,"The holiday is over Maybe its time to make food that tastes nothing like Thanksgiving In other games, Oklahoma, Wisconsin, Georgia and Penn State romped The Supreme Court is set to hear a blockbuster clash on privacy rights in the electronic age It started with stolen smartphones A string of armed robberies in the Midwest has led to what could be the most important case on electronic rights to go before the justices Soaring shares of Apple Inc, Alphabet Inc and Tencent Holdings Ltd this year have made technology a top global performer, with few signs that investors are worried that rising valuations might be increasing the risk of a downturn Shale oil engineer Oscar Portillo spends his days drilling as many as five wells at once  without ever setting foot on a rig Residents of an exclusive San Francisco neighborhood who failed to pay taxes on their private, gated street for two decades got the street back Tuesday after supervisors voted to rescind the sale of the taxdefaulted property",pos,customers to receive more than m in refunds following mobile cramming settlement customers to receive more than m in refunds following mobile cramming settlement players wallpapers pro devices always open want to try the new super run before it even comes out just pop into your local store out of chargers bought from worldwide suppliers failed a basic safety test o en comment as work on the stage is set for apple macs players wallpapers pro devices entered to win an apple air silver with i wish i could underline bold words when sending a text or tweet i think should consider it in their next update files for autonomous vehicle collision avoidance know has engineers apples guiding helps the blind create software digital trends the most stylish stands and charging docks more analyst said leaving piper to start own firm heard of others make them can them to find your and just a players wallpapers pro devices learning to at the coding for young coders workshop
2016-12-09,"Many of my Stanford classmates and I had plans to use our education to contribute to this country Instead, were being kicked out The mobile app for the social network can be a bit of a battery hog, but you can do a few things to rein in the power grab Americans who were driven to shop for Christmas deals  and turn a profit  were in line early and on their devices in droves",pos,super run a no sin is the new apparently mobiles with zero or vs digital y get cute insects via a crier apples guiding helps the create s two new promotional videos dedicated to apple watch series read more s two new promotional videos dedicated to apple watch series read more you can now play piano on the pro with touch bar shares two new ads in the promoting apple watch series as a holiday gift read more shares two new ads in the promoting apple watch series as a holiday gift read more la no en el y las we might finally know why delayed its futuristic wireless check out new ads for watch series read more release date to miss but why read more check out new ads for watch series read more the shopping is the best from runners to apple pay to emailed receipts i never have a complaint release date to miss but why read more instantly win a smart watch via
2016-12-10,"Mr Mugabe has resigned as president of Zimbabwe after nearly four decades in power Will he be remembered as a tyrant, or as a hero Space shuttle launches were Earthrattling when seen in person Now rocket launches can be covered through an iPhone, says Kenneth Chang, who covers space for The Times",neg,get captured of us market share in months ending per data released by get apples s keynote is giving a brand new mobile participate now pro brand new unopened fishers ways apple cider vinegar will change your life s pick of the best of the year my pizza party up to via apple apple universal dock con forever d updates with collaboration u apple invents a virtual ruler tool for future like keynote best to try guide and tips for five nights at best guide for all five best to try guide and tips for five nights at best guide for all five best to try guide and tips for five nights at best guide for all five best to try guide and tips for five nights at best guide for all five best to try guide and tips for five nights at best guide for all five
